loan_id,customer_id,loan_purpose,loan_amount,outstanding_balance,interest_rate,tenure_months,emi_amount,disbursal_date,loan_status
LN00289,CUST00289,Business Loan,1087000,703298.72,12.43,60,24416.57,2019-08-02,Active
LN00290,CUST00290,Business Loan,1085000,692260.81,12.24,180,13189.82,2020-11-14,Active
LN00291,CUST00291,Home Loan,1920000,597867.33,8.81,84,30706.21,2019-09-10,Written-Off
LN00292,CUST00292,Home Loan,1548000,1128648.51,9.44,60,32465.51,2019-01-17,Active
LN00293,CUST00293,Business Loan,1279000,903364.6,13.1,48,34375.88,2023-08-11,Active
LN00294,CUST00294,Home Loan,2672000,1745308.86,8.94,84,42908.7,2019-04-26,Active
LN00295,CUST00295,Gold Loan,168000,115160.22,9.52,12,14732.39,2022-05-12,Active
LN00296,CUST00296,Home Loan,3522000,2253013.34,8.67,60,72548.14,2020-11-23,Active
LN00297,CUST00297,Education Loan,494000,359510.71,11.44,12,43761.99,2021-03-22,Active
LN00298,CUST00298,Personal Loan,328000,226113.06,11.88,48,8618.19,2021-03-05,Active
LN00299,CUST00299,Home Loan,2764000,1848149.21,7.98,24,124983.02,2019-05-31,Active
LN00300,CUST00300,Home Loan,2784000,2015379.13,7.88,180,26412.85,2019-09-03,Active
LN00301,CUST00301,Auto Loan,404000,301652.41,11.69,60,8923.6,2021-12-17,Active
LN00302,CUST00302,Personal Loan,298000,165507.42,13.34,84,5476.44,2020-12-09,60 DPD
LN00303,CUST00303,Auto Loan,943000,682365.98,8.41,120,11646.51,2020-05-21,Active
LN00304,CUST00304,Home Loan,2404000,1619437.58,7.86,84,37301.8,2019-08-29,Active
LN00305,CUST00305,Personal Loan,257000,185754.09,13.96,24,12334.46,2023-09-16,Active
LN00306,CUST00306,Personal Loan,387000,288730.89,13.54,60,8912.79,2022-01-20,Active
LN00307,CUST00307,Personal Loan,301000,99824.68,13.43,240,3619.05,2023-06-25,Written-Off
LN00308,CUST00308,Home Loan,2028000,1347365.27,8.68,36,64188.25,2023-06-18,Active
LN00309,CUST00309,Personal Loan,222000,158760.95,14.43,60,5215.17,2022-11-22,Active
LN00310,CUST00310,Auto Loan,689000,410493.67,10.75,60,14894.77,2020-01-27,60 DPD
LN00311,CUST00311,Gold Loan,120000,81950.13,8.36,48,2949.87,2019-02-15,Active
LN00312,CUST00312,Education Loan,635000,449247.09,9.75,180,6726.95,2019-06-04,Active
LN00313,CUST00313,Home Loan,1929000,1284543.44,9.76,48,48702.39,2021-12-29,Active
LN00314,CUST00314,Home Loan,2709000,1865521.69,8.69,24,123375.01,2020-05-25,Active
LN00315,CUST00315,Home Loan,2815000,1847081.7,8.04,180,26966.65,2019-10-09,Active
LN00316,CUST00316,Home Loan,2975000,2176206.71,7.6,84,45778.34,2022-12-20,Active
LN00317,CUST00317,Home Loan,3677000,2384092.68,8.7,48,90979.41,2019-01-30,Active
LN00318,CUST00318,Home Loan,1486000,956660.26,8.34,36,46799.27,2020-12-21,Active
LN00319,CUST00319,Home Loan,2956000,962343.11,8.33,180,28815.09,2019-09-19,Written-Off
LN00320,CUST00320,Home Loan,2967000,2085885.82,8.68,36,93908.55,2022-09-08,Active
LN00321,CUST00321,Personal Loan,202000,149642.59,12.96,60,4591.99,2019-03-24,Active
LN00322,CUST00322,Home Loan,2695000,1779695.41,9.53,36,86366.6,2023-01-30,Active
LN00323,CUST00323,Home Loan,2185000,1584180.5,8.44,240,18879.04,2021-08-07,Active
LN00324,CUST00324,Auto Loan,994000,705698.04,11.59,84,17329.62,2022-05-24,Active
LN00325,CUST00325,Home Loan,2074000,1495225.51,9.33,60,43385.76,2023-10-22,Active
LN00326,CUST00326,Home Loan,2339000,715187.07,8.44,84,36971.01,2019-02-04,Written-Off
LN00327,CUST00327,Home Loan,2215000,1523314.41,7.48,180,20508.16,2019-01-05,Active
LN00328,CUST00328,Personal Loan,225000,123993.31,14.03,180,3000.95,2021-05-19,60 DPD
LN00329,CUST00329,Business Loan,535000,383166.96,12.38,84,9553.28,2021-10-26,Active
LN00330,CUST00330,Home Loan,1875000,616238.53,7.94,120,22689.52,2022-06-24,Written-Off
LN00331,CUST00331,Personal Loan,313000,233606.85,12.58,48,8331.91,2022-01-21,Active
LN00332,CUST00332,Auto Loan,759000,403176.75,9.99,48,19246.56,2023-12-20,60 DPD
LN00333,CUST00333,Auto Loan,871000,601667.06,10.19,120,11602.17,2019-11-11,Active
LN00334,CUST00334,Business Loan,1315000,940958.89,12.13,84,23304.86,2020-03-10,Active
LN00335,CUST00335,Business Loan,1120000,760466.78,12.0,180,13441.88,2022-04-28,Active
LN00336,CUST00336,Home Loan,3097000,2295989.62,9.46,24,142140.18,2020-06-27,Active
LN00337,CUST00337,Personal Loan,347000,254494.27,12.99,84,6310.72,2021-02-07,Active
LN00338,CUST00338,Auto Loan,469000,345045.29,11.52,60,10319.24,2020-03-08,Active
LN00339,CUST00339,Gold Loan,167000,95895.99,7.67,84,2575.53,2022-06-03,60 DPD
LN00340,CUST00340,Education Loan,502000,281952.83,8.92,12,43882.02,2022-06-13,60 DPD
LN00341,CUST00341,Home Loan,2076000,1146291.29,7.55,120,24696.7,2023-04-13,60 DPD
LN00342,CUST00342,Home Loan,2509000,1633272.92,8.68,48,62056.03,2022-05-07,Active
LN00343,CUST00343,Education Loan,554000,412273.84,9.82,84,9145.61,2022-12-15,Active
LN00344,CUST00344,Personal Loan,282000,170578.94,14.9,60,6693.97,2023-04-14,30 DPD
LN00345,CUST00345,Personal Loan,389000,283088.49,13.67,48,10565.72,2022-03-16,Active
LN00346,CUST00346,Auto Loan,772000,401122.59,10.68,84,13088.99,2019-04-22,60 DPD
LN00347,CUST00347,Home Loan,3156000,1746552.63,7.63,180,29490.14,2022-02-05,60 DPD
LN00348,CUST00348,Business Loan,1377000,876120.16,10.89,48,35515.77,2023-04-04,30 DPD
LN00349,CUST00349,Business Loan,881000,592796.45,13.05,84,16051.08,2020-03-10,Active
LN00350,CUST00350,Personal Loan,260000,171421.46,14.25,48,7137.53,2023-01-31,Active
LN00351,CUST00351,Auto Loan,943000,608742.5,10.19,120,12561.24,2020-01-08,Active
LN00352,CUST00352,Auto Loan,538000,402840.8,9.3,48,13464.92,2019-09-28,Active
LN00353,CUST00353,Home Loan,2426000,834632.58,10.44,48,62043.53,2021-07-08,Written-Off
LN00354,CUST00354,Home Loan,2134000,1435413.02,9.16,84,34507.63,2019-07-08,Active
LN00355,CUST00355,Home Loan,1757000,1018376.45,7.95,60,35583.6,2023-05-08,30 DPD
LN00356,CUST00356,Business Loan,1149000,802363.68,12.04,36,38185.2,2020-12-12,Active
LN00357,CUST00357,Personal Loan,276000,168578.58,12.33,240,3102.73,2023-03-16,30 DPD
LN00358,CUST00358,Home Loan,1804000,1173541.87,8.6,60,37098.83,2022-02-12,Active
LN00359,CUST00359,Personal Loan,383000,226281.41,13.13,60,8739.94,2023-09-19,60 DPD
LN00360,CUST00360,Home Loan,1507000,1018045.68,10.41,60,32324.16,2019-01-07,Active
LN00361,CUST00361,Home Loan,2389000,1784453.58,9.11,120,30405.25,2023-01-30,Active
LN00362,CUST00362,Personal Loan,380000,272439.31,11.48,36,12527.27,2022-10-03,Active
LN00363,CUST00363,Personal Loan,382000,279611.96,14.97,24,18516.46,2022-01-04,Active
LN00364,CUST00364,Auto Loan,790000,558885.9,10.32,48,20158.06,2021-05-07,Active
LN00365,CUST00365,Auto Loan,515000,360856.21,11.23,60,11256.51,2023-06-23,Active
LN00366,CUST00366,Auto Loan,734000,503270.02,10.22,36,23760.0,2020-08-02,Active
LN00367,CUST00367,Personal Loan,332000,174666.91,13.62,84,6152.2,2021-11-23,60 DPD
LN00368,CUST00368,Auto Loan,607000,437318.04,9.33,24,27822.63,2023-03-23,Active
LN00369,CUST00369,Personal Loan,334000,105324.12,14.02,84,6262.85,2023-01-01,Written-Off
LN00370,CUST00370,Personal Loan,167000,51406.91,14.37,84,3163.81,2020-12-31,Written-Off
LN00371,CUST00371,Personal Loan,142000,92352.75,12.1,36,4723.22,2020-03-26,Active
LN00372,CUST00372,Personal Loan,242000,156407.91,12.84,36,8135.3,2022-10-08,Active
LN00373,CUST00373,Home Loan,3020000,2086773.04,7.51,120,35863.7,2019-05-20,Active
LN00374,CUST00374,Home Loan,3145000,2301073.38,9.93,84,52097.04,2019-11-10,Active
LN00375,CUST00375,Personal Loan,185000,120616.33,14.4,120,2917.09,2020-04-11,Active
LN00376,CUST00376,Personal Loan,432000,216299.64,13.21,48,11634.56,2020-09-25,90+ DPD
LN00377,CUST00377,Personal Loan,308000,209486.04,14.36,180,4176.53,2022-05-17,Active
LN00378,CUST00378,Gold Loan,80000,55859.26,7.91,84,1243.31,2021-04-03,Active
LN00379,CUST00379,Personal Loan,327000,210597.48,13.74,24,15660.08,2019-03-23,Active
LN00380,CUST00380,Business Loan,1382000,449971.74,12.75,60,31268.17,2021-02-09,Written-Off
LN00381,CUST00381,Personal Loan,256000,162328.71,13.07,84,4666.89,2022-11-21,30 DPD
LN00382,CUST00382,Home Loan,3233000,2377497.76,8.49,36,102042.87,2019-04-06,Active
LN00383,CUST00383,Gold Loan,215000,141888.03,9.4,180,2232.13,2019-11-15,Active
LN00384,CUST00384,Business Loan,1012000,737908.28,12.92,84,18366.28,2020-01-24,Active
LN00385,CUST00385,Personal Loan,233000,136830.38,12.28,24,10998.61,2023-08-16,60 DPD
LN00386,CUST00386,Home Loan,3378000,2034141.11,8.36,180,32987.87,2022-01-14,60 DPD
LN00387,CUST00387,Home Loan,3375000,2498191.69,7.76,48,82013.93,2020-01-06,Active
LN00388,CUST00388,Education Loan,311000,183055.16,9.94,60,6598.65,2021-12-31,60 DPD
LN00389,CUST00389,Home Loan,2424000,1797616.96,8.25,84,38083.61,2021-12-11,Active
LN00390,CUST00390,Auto Loan,851000,567304.16,10.65,60,18354.61,2020-04-08,Active
LN00391,CUST00391,Auto Loan,863000,512513.45,8.93,48,21447.12,2022-01-24,30 DPD
LN00392,CUST00392,Home Loan,2283000,1527422.35,8.12,36,71667.37,2022-07-08,Active
LN00393,CUST00393,Auto Loan,499000,297078.7,11.6,60,10999.38,2021-04-06,60 DPD
LN00394,CUST00394,Auto Loan,1030000,692954.56,9.84,60,21803.46,2023-12-22,Active
LN00395,CUST00395,Personal Loan,308000,161795.66,14.37,60,7225.84,2019-12-02,90+ DPD
LN00396,CUST00396,Personal Loan,284000,192934.55,12.65,60,6411.1,2019-01-14,Active
LN00397,CUST00397,Business Loan,824000,599414.08,10.81,60,17837.78,2020-12-17,Active
LN00398,CUST00398,Personal Loan,282000,206651.6,14.62,60,6652.64,2023-02-03,Active
LN00399,CUST00399,Auto Loan,369000,263377.68,10.64,60,7956.86,2020-07-17,Active
LN00400,CUST00400,Personal Loan,390000,237171.25,13.17,36,13172.6,2019-10-08,60 DPD
LN00401,CUST00401,Home Loan,2297000,771428.6,9.81,36,73913.0,2022-05-27,Written-Off
LN00402,CUST00402,Gold Loan,55000,36579.29,8.5,60,1128.41,2021-12-31,Active
LN00403,CUST00403,Personal Loan,211000,157879.98,12.81,12,18827.14,2019-02-25,Active
LN00404,CUST00404,Personal Loan,386000,275769.55,13.51,24,18443.75,2021-10-14,Active
LN00405,CUST00405,Auto Loan,670000,459968.82,9.78,36,21549.88,2022-05-18,Active
LN00406,CUST00406,Auto Loan,534000,369977.6,9.07,36,16998.46,2022-08-09,Active
LN00407,CUST00407,Home Loan,2599000,1880867.13,8.41,48,63950.56,2020-12-10,Active
LN00408,CUST00408,Business Loan,910000,657237.75,12.2,48,24053.25,2020-01-25,Active
LN00409,CUST00409,Home Loan,2583000,1891077.32,9.16,24,118193.4,2022-12-03,Active
LN00410,CUST00410,Auto Loan,767000,414583.17,12.13,36,25523.03,2022-11-28,60 DPD
LN00411,CUST00411,Personal Loan,227000,153157.49,14.48,12,20432.98,2021-03-01,30 DPD
LN00412,CUST00412,Personal Loan,248000,119085.21,12.65,48,6610.22,2023-05-12,90+ DPD
LN00413,CUST00413,Education Loan,390000,269706.19,11.68,84,6818.0,2022-04-19,Active
LN00414,CUST00414,Auto Loan,552000,296888.01,10.04,36,17821.86,2021-08-12,60 DPD
LN00415,CUST00415,Education Loan,406000,226644.35,9.77,60,8580.43,2019-04-28,60 DPD
LN00416,CUST00416,Personal Loan,274000,158362.31,12.96,24,13021.31,2019-12-03,60 DPD
LN00417,CUST00417,Business Loan,818000,460946.01,11.99,12,72674.48,2019-08-12,60 DPD
LN00418,CUST00418,Personal Loan,314000,208953.91,13.48,60,7221.86,2019-11-13,Active
LN00419,CUST00419,Personal Loan,272000,185242.88,14.04,60,6334.61,2021-04-02,Active
LN00420,CUST00420,Business Loan,788000,555050.79,12.73,36,26448.47,2019-12-02,Active
LN00421,CUST00421,Home Loan,1056000,363931.89,8.2,36,33188.72,2020-04-29,Written-Off
LN00422,CUST00422,Home Loan,1823000,1249060.71,9.45,12,159804.71,2022-07-23,Active
LN00423,CUST00423,Gold Loan,134000,94091.11,8.56,84,2126.13,2019-09-16,Active
LN00424,CUST00424,Gold Loan,193000,142814.35,9.89,48,4884.79,2019-10-20,Active
LN00425,CUST00425,Education Loan,490000,358738.52,8.97,36,15575.03,2022-04-01,Active
LN00426,CUST00426,Personal Loan,164000,107969.65,12.59,120,2409.2,2020-05-18,Active
LN00427,CUST00427,Personal Loan,309000,134120.05,13.26,12,27636.75,2023-07-18,NPA
LN00428,CUST00428,Home Loan,2161000,1276438.55,8.3,36,68017.36,2023-03-15,60 DPD
LN00429,CUST00429,Personal Loan,351000,252629.11,12.71,36,11777.61,2023-04-01,Active
LN00430,CUST00430,Personal Loan,168000,98901.8,13.2,36,5676.78,2022-10-23,60 DPD
LN00431,CUST00431,Home Loan,3408000,2233741.93,8.07,12,296566.88,2021-10-17,Active
LN00432,CUST00432,Personal Loan,340000,234348.37,13.5,180,4414.28,2019-01-04,Active
LN00433,CUST00433,Personal Loan,281000,144802.4,13.94,120,4352.86,2021-02-09,90+ DPD
LN00434,CUST00434,Auto Loan,376000,256868.9,9.93,48,9523.7,2020-09-11,Active
LN00435,CUST00435,Personal Loan,169000,118469.81,12.75,48,4512.91,2022-07-20,Active
LN00436,CUST00436,Business Loan,1206000,871892.73,11.71,60,26650.4,2023-09-04,Active
LN00437,CUST00437,Personal Loan,372000,210024.73,14.29,60,8711.82,2019-07-10,60 DPD
LN00438,CUST00438,Personal Loan,394000,278223.33,12.97,84,7161.21,2021-09-28,Active
LN00439,CUST00439,Personal Loan,450000,304245.98,12.73,60,10176.79,2022-01-26,Active
LN00440,CUST00440,Home Loan,3062000,2077782.16,7.27,36,94924.13,2023-09-02,Active
LN00441,CUST00441,Personal Loan,337000,201236.19,12.95,24,16013.68,2020-09-01,30 DPD
LN00442,CUST00442,Auto Loan,1202000,900394.15,10.66,180,13406.37,2023-08-08,Active
LN00443,CUST00443,Personal Loan,251000,177153.77,12.92,12,22409.22,2020-06-19,Active
LN00444,CUST00444,Business Loan,970000,460505.59,11.97,120,13899.86,2020-11-07,90+ DPD
LN00445,CUST00445,Auto Loan,376000,177590.67,9.61,84,6166.54,2022-07-05,90+ DPD
LN00446,CUST00446,Home Loan,2968000,1600979.42,8.06,48,72541.17,2023-07-14,60 DPD
LN00447,CUST00447,Personal Loan,282000,183642.64,14.55,36,9713.59,2021-02-20,30 DPD
LN00448,CUST00448,Education Loan,407000,131740.93,9.38,48,10201.81,2022-11-18,Written-Off
LN00449,CUST00449,Auto Loan,574000,400508.5,9.0,60,11915.3,2021-02-21,Active
LN00450,CUST00450,Business Loan,762000,443628.28,10.78,84,12959.32,2020-07-02,60 DPD
LN00451,CUST00451,Education Loan,475000,341766.79,8.65,84,7558.21,2019-11-10,Active
LN00452,CUST00452,Home Loan,1419000,1023804.03,7.56,48,34349.61,2020-03-05,Active
LN00453,CUST00453,Home Loan,1486000,960657.36,9.19,48,37113.38,2023-09-13,Active
LN00454,CUST00454,Auto Loan,467000,341445.3,9.83,84,7711.79,2020-08-16,Active
LN00455,CUST00455,Home Loan,2035000,1337233.97,8.55,180,20099.14,2019-09-11,Active
LN00456,CUST00456,Auto Loan,603000,427477.92,9.8,180,6406.29,2021-04-03,Active
LN00457,CUST00457,Education Loan,193000,59702.21,9.34,60,4038.29,2021-01-18,Written-Off
LN00458,CUST00458,Personal Loan,254000,168216.27,14.25,24,12225.29,2020-06-08,30 DPD
LN00459,CUST00459,Personal Loan,224000,162081.27,14.31,24,10787.72,2023-08-26,Active
LN00460,CUST00460,Auto Loan,864000,567833.03,11.43,48,22511.38,2019-06-13,Active
LN00461,CUST00461,Home Loan,1825000,919019.34,7.8,84,28263.33,2022-09-15,90+ DPD
LN00462,CUST00462,Auto Loan,911000,654726.99,9.69,60,19217.39,2020-05-19,Active
LN00463,CUST00463,Auto Loan,1066000,569229.44,10.16,60,22733.36,2019-12-15,60 DPD
LN00464,CUST00464,Personal Loan,405000,190696.75,14.76,120,6474.67,2021-07-18,90+ DPD
LN00465,CUST00465,Home Loan,1764000,1087200.16,7.94,12,153398.66,2020-06-19,30 DPD
LN00466,CUST00466,Education Loan,578000,388240.12,10.26,180,6303.48,2019-06-30,30 DPD
LN00467,CUST00467,Personal Loan,213000,98936.36,13.01,48,5715.31,2020-06-22,90+ DPD
LN00468,CUST00468,Home Loan,1881000,1275079.37,9.28,12,164740.57,2023-01-20,Active
LN00469,CUST00469,Business Loan,772000,562180.83,12.07,120,11107.22,2022-01-02,Active
LN00470,CUST00470,Education Loan,520000,253179.55,8.67,180,5172.6,2022-03-09,90+ DPD
LN00471,CUST00471,Auto Loan,516000,332148.4,9.91,84,8542.23,2023-08-06,Active
LN00472,CUST00472,Personal Loan,303000,137424.88,13.99,120,4702.75,2021-10-23,NPA
LN00473,CUST00473,Gold Loan,207000,154269.43,7.0,120,2403.45,2021-03-06,Active
LN00474,CUST00474,Education Loan,335000,235408.18,10.23,60,7155.73,2019-09-22,Active
LN00475,CUST00475,Personal Loan,155000,113013.98,12.33,84,2763.6,2022-12-17,Active
LN00476,CUST00476,Auto Loan,566000,361728.56,9.83,36,18218.09,2020-06-25,Active
LN00477,CUST00477,Home Loan,3571000,2541874.11,8.41,36,112578.81,2023-05-12,Active
LN00478,CUST00478,Home Loan,3016000,1973930.37,7.0,60,59720.41,2021-03-01,Active
LN00479,CUST00479,Home Loan,1859000,1082714.83,8.01,84,28984.04,2022-12-08,60 DPD
LN00480,CUST00480,Home Loan,1716000,866886.13,8.83,48,42564.35,2022-09-05,90+ DPD
LN00481,CUST00481,Education Loan,549000,363677.59,10.99,48,14186.53,2020-02-04,Active
LN00482,CUST00482,Home Loan,2573000,1809631.23,9.16,180,26342.55,2022-02-17,Active
LN00483,CUST00483,Education Loan,593000,423145.95,10.22,60,12663.79,2020-02-24,Active
LN00484,CUST00484,Personal Loan,196000,144842.11,11.77,240,2126.78,2022-08-02,Active
LN00485,CUST00485,Personal Loan,292000,215348.62,13.26,120,4404.77,2019-02-15,Active
LN00486,CUST00486,Personal Loan,381000,283024.94,14.96,60,9055.97,2022-10-12,Active
LN00487,CUST00487,Personal Loan,402000,294318.52,14.3,12,36151.19,2022-01-08,Active
LN00488,CUST00488,Personal Loan,189000,131986.96,13.09,36,6376.35,2021-02-06,Active
LN00489,CUST00489,Personal Loan,292000,214044.54,13.59,48,7919.41,2021-05-09,Active
LN00490,CUST00490,Education Loan,457000,236497.59,10.28,84,7653.02,2021-06-04,90+ DPD
LN00491,CUST00491,Auto Loan,524000,377550.52,10.76,48,13482.06,2020-02-08,Active
LN00492,CUST00492,Education Loan,390000,207729.32,9.4,120,5025.18,2023-01-25,60 DPD
LN00493,CUST00493,Auto Loan,819000,538663.41,9.8,84,13511.88,2022-02-06,Active
LN00494,CUST00494,Education Loan,385000,253246.19,9.85,48,9736.88,2020-07-21,Active
LN00495,CUST00495,Home Loan,2408000,1591763.76,9.28,84,39085.55,2022-05-29,Active
LN00496,CUST00496,Gold Loan,172000,84771.97,8.69,48,4254.95,2019-08-26,90+ DPD
LN00497,CUST00497,Personal Loan,458000,308226.15,12.02,24,21563.93,2020-04-11,Active
LN00498,CUST00498,Auto Loan,763000,490626.83,9.94,36,24598.38,2022-05-17,Active
LN00499,CUST00499,Auto Loan,851000,497623.09,8.99,12,74417.26,2019-07-09,60 DPD
LN00500,CUST00500,Personal Loan,324000,200598.16,15.05,120,5237.18,2021-08-18,30 DPD
LN00501,CUST00501,Gold Loan,141000,91124.02,8.24,60,2875.19,2020-10-30,Active
LN00502,CUST00502,Home Loan,2332000,1693660.19,8.41,60,47743.46,2019-05-06,Active
LN00503,CUST00503,Personal Loan,290000,150883.73,12.93,84,5264.64,2020-09-29,60 DPD
LN00504,CUST00504,Home Loan,895000,509905.78,8.09,84,13989.83,2020-10-01,60 DPD
LN00505,CUST00505,Home Loan,2255000,1629649.92,9.17,60,46996.36,2023-06-17,Active
LN00506,CUST00506,Auto Loan,792000,538097.57,10.84,120,10838.19,2023-02-04,Active
LN00507,CUST00507,Home Loan,1947000,1366955.81,9.02,48,48469.67,2019-03-24,Active
LN00508,CUST00508,Business Loan,1436000,923638.73,12.77,120,21246.66,2019-02-12,Active
LN00509,CUST00509,Auto Loan,726000,482185.99,9.58,84,11895.5,2020-12-14,Active
LN00510,CUST00510,Personal Loan,288000,205100.17,12.62,36,9651.23,2022-08-08,Active
LN00511,CUST00511,Personal Loan,375000,272405.81,12.9,60,8513.22,2021-06-05,Active
LN00512,CUST00512,Home Loan,2923000,1901013.28,8.84,120,36774.7,2019-05-25,Active
LN00513,CUST00513,Business Loan,1340000,999911.55,12.97,120,19983.94,2019-07-01,Active
LN00514,CUST00514,Auto Loan,979000,667563.64,9.01,12,85619.54,2022-03-14,Active
LN00515,CUST00515,Personal Loan,432000,320335.06,13.22,36,14601.61,2022-03-29,Active
LN00516,CUST00516,Home Loan,2843000,1799758.61,8.28,48,69780.21,2021-06-30,30 DPD
LN00517,CUST00517,Personal Loan,207000,146960.86,12.88,12,18477.02,2022-08-23,Active
LN00518,CUST00518,Home Loan,2321000,1525573.09,8.98,36,73785.58,2022-10-27,Active
LN00519,CUST00519,Education Loan,746000,549826.23,10.3,36,24176.53,2020-03-18,Active
LN00520,CUST00520,Auto Loan,754000,351427.95,11.96,36,25029.19,2021-02-05,90+ DPD
LN00521,CUST00521,Personal Loan,261000,125043.77,15.08,48,7274.41,2021-03-01,NPA
LN00522,CUST00522,Business Loan,837000,410757.19,12.63,120,12315.31,2023-08-07,90+ DPD
LN00523,CUST00523,Home Loan,1692000,902753.24,8.13,36,53122.66,2020-06-27,60 DPD
LN00524,CUST00524,Personal Loan,383000,270262.33,14.07,60,8925.65,2023-05-21,Active
LN00525,CUST00525,Auto Loan,605000,361615.5,8.44,60,12395.01,2021-05-21,60 DPD
LN00526,CUST00526,Home Loan,1763000,1202671.48,9.03,120,22361.57,2020-12-14,Active
LN00527,CUST00527,Personal Loan,222000,141739.6,13.79,48,6043.12,2021-09-20,Active
LN00528,CUST00528,Personal Loan,65000,47815.93,13.56,36,2207.68,2023-09-22,Active
LN00529,CUST00529,Personal Loan,364000,255855.12,12.87,120,5407.04,2020-02-18,Active
LN00530,CUST00530,Personal Loan,279000,180777.39,14.14,120,4355.45,2020-09-18,Active
LN00531,CUST00531,Auto Loan,442000,326827.6,9.21,60,9220.31,2020-02-24,Active
LN00532,CUST00532,Personal Loan,425000,307906.83,14.34,24,20473.81,2019-09-19,Active
LN00533,CUST00533,Home Loan,2535000,1767966.15,8.98,12,221665.98,2021-03-11,Active
LN00534,CUST00534,Home Loan,819000,563276.66,8.84,36,25983.04,2021-10-25,Active
LN00535,CUST00535,Personal Loan,365000,261673.6,12.71,36,12247.37,2019-11-08,Active
LN00536,CUST00536,Home Loan,1742000,1181498.7,7.98,24,78770.05,2020-06-23,Active
LN00537,CUST00537,Business Loan,1179000,838470.22,10.81,36,38492.95,2021-06-21,Active
LN00538,CUST00538,Business Loan,1152000,753957.47,12.67,48,30716.93,2021-01-19,Active
LN00539,CUST00539,Personal Loan,312000,146807.53,13.53,84,5766.18,2021-12-18,90+ DPD
LN00540,CUST00540,Business Loan,624000,419636.47,11.57,84,10872.33,2021-07-03,Active
LN00541,CUST00541,Personal Loan,189000,139322.0,13.39,24,9020.07,2021-04-09,Active
